72.46298910877319,15.718535337770001,8
85.3177012076316,76.01551229266538,9
77.4056355356775,126.75589559865722,9
72.443910086335,150.52378564180464,4
71.99532538573291,159.6909645546742,6
74.45424420696206,175.39538495874703,10
65.71652163711664,224.3079220981098,10
77.95622124196251,330.03281850784373,1
73.85328905406175,357.5622043927171,10
65.12955275127536,402.6586694418927,10
52.93511088288132,468.9875487672446,9
45.79617037556238,525.361529971878,3
42.38270122446423,554.9316393276264,5
42.082772001934316,562.9670999223247,4
41.74835019934601,574.0689999236547,2
41.68645541964841,584.4191666603948,9
32.88707760414958,625.4319820535943,10
29.996986352190422,639.6132779799773,10
29.56061149498472,671.6918521097361,4
28.27760407150499,711.6396559477068,5
29.00902315848917,739.8993345435492,1
33.74138381719301,821.8700254828054,10
33.40777498844767,834.8174634613083,5
43.79747931954673,893.9701694829224,9
37.7742549202476,927.5374642830934,7
40.12532725790382,990.5305996285949,9
43.287280995957865,1048.768377682468,1
38.079087310795046,1075.835735077731,5
35.687458925890205,1121.489937133275,8
42.17525123984848,1167.1526173988188,8
43.46570253960329,1176.723454908998,6
40.77786811653101,1223.3755962635312,8
43.39908716750034,1263.56967326392,10
51.33406489746081,1303.0079791856333,8
60.150983117410455,1386.77359842517,9
58.01870852840674,1402.0538443633131,9
63.16715833898193,1427.6992104626918,8
65.07718024232412,1469.9603989713553,9
68.97685460425177,1523.454441240086,10
67.79861420483034,1554.3691701329803,8
63.905783859314994,1596.431448674577,9
65.8836793840893,1643.855232406515,8
73.01701215756897,1689.40591443051,2
76.2775511671375,1732.2051196662337,6
72.96281295619482,1753.3675701812845,5
74.68681224618102,1807.9581444135097,7
74.12886660858533,1825.6631515716572,10
83.71051127362652,1878.5201874418904,8
86.45065544340217,1945.927210251946,2
78.46635331988192,2012.6877673119654,9
90.68220644250073,2074.469715402144,10
91.4836105056412,2091.294028028766,9
81.55620611480161,2143.263831297277,10
84.89021630334031,2171.7039895674293,3
78.28962862049977,2272.720946855443,10
77.2456634907615,2372.656744617304,10
77.97459994162902,2398.624856698592,5
84.21766083679468,2470.659595032039,6
86.78265025577232,2485.5069173767533,7
82.32072698009088,2509.716261462533,8
83.70304802029143,2518.1720399052406,9
80.69963269655844,2535.4880121815368,3
81.87271561234262,2551.2370486089694,10
92.60304644091397,2602.8534232189822,5
81.28949781648207,2670.185184224952,9
