2501
348,677
2101,501
2203,2279
607,1555
1659,1519
2057,1935
725,1307
1185,970
491,1037
840,2348
1783,2191
2305,1561
976,782
622,2193
2009,693
454,1847
1828,1506
886,1409
742,1836
2481,1895
523,2105
854,1322
1173,2190
1269,27
705,2435
1628,1263
1747,691
2163,1072
2358,75
2266,1812
1839,524
456,1741
1909,1154
1741,633
1007,2495
1743,1406
470,2426
2457,1410
1255,1919
1939,1403
2201,1189
1336,1235
278,269
1842,1189
1811,462
1861,2296
1245,246
7,1585
1914,294
2209,1902
200,1249
843,102
1054,2336
1416,358
1142,1094
551,570
319,1656
1124,1568
308,2085
2023,83
2481,1601
1343,788
1821,1343
1374,1314
650,697
2160,1416
2103,2501
1988,511
1829,405
1159,1637
109,1963
607,1968
1342,231
2182,1221
2237,1770
1885,1482
701,1079
1467,1215
1659,2224
756,2231
2402,1338
2011,2058
922,327
1034,1186
1124,1417
1399,294
619,2293
1741,2367
1995,934
1140,1890
629,898
1371,857
2170,1199
869,1937
2078,284
1878,1500
728,499
1174,570
96,594
424,603
670,120
185,101
821,37
217,429
2355,744
2435,1448
490,3
2251,892
109,2441
2232,1526
1592,135
1856,125
2298,59
2020,1290
451,1815
1214,2065
1136,1303
1943,2339
563,2282
1928,31
1410,1288
1215,1220
886,1605
1661,1779
1505,373
442,1848
2134,96
918,2108
447,922
1959,522
1384,102
1768,820
1288,1494
307,1037
1882,2093
2409,619
410,1329
1347,1653
0,1493
931,2341
991,192
56,1614
1958,995
1860,1327
548,789
1363,2062
1599,417
258,2081
34,331
334,2077
2479,1130
155,23
723,1414
980,177
67,1670
1395,1692
121,1425
893,1986
1533,528
1347,1336
2029,548
854,1044
1643,2493
1600,564
2377,214
2397,2448
595,1636
1605,2308
1062,1158
1452,981
1995,2331
601,862
256,908
1390,1666
1594,437
863,2002
1579,1795
977,1669
786,1170
1636,407
985,1047
254,1530
2248,1393
2420,619
1272,649
2278,353
1669,2501
1626,478
186,462
79,871
973,1955
2485,1340
1398,2126
698,1569
1988,836
2094,671
1237,796
511,626
438,1193
2173,1251
114,975
2478,1240
494,617
1287,1444
274,380
1495,390
2246,851
1708,831
2238,2040
2169,1517
2196,2308
1162,2250
1033,1971
1273,1315
497,545
328,1796
2321,1798
2073,1646
1441,1236
1803,2315
121,2091
1593,2411
405,602
1258,265
15,953
280,1440
1652,1966
2389,2288
487,1702
1350,143
1755,862
496,1960
1562,1836
455,1171
339,1976
2458,50
2259,592
1122,1842
301,448
1244,848
182,696
757,612
2002,524
189,2129
879,340
943,299
1920,935
2395,1173
1408,2274
214,1677
587,1193
237,1522
938,954
2281,869
1459,366
188,1428
1132,175
261,882
1341,742
1512,2356
208,342
1161,583
0,1145
1698,641
86,63
109,544
2275,1201
2322,1223
2500,291
131,368
2212,1486
2424,289
659,1064
989,97
849,58
411,493
951,736
1759,2091
1734,891
1630,1789
1594,2494
1584,2219
587,1814
1957,1700
866,1243
260,2315
2078,385
2318,2027
780,876
872,257
1691,1596
1916,189
605,1745
436,1784
999,1977
1760,1627
2446,2270
2122,1447
1696,1554
1201,1743
2454,590
500,781
518,1209
721,910
295,1476
1580,2171
501,1105
277,562
513,2413
236,1043
879,1876
416,933
365,1397
1605,1514
987,1452
1848,2366
1081,1694
648,2501
1074,1225
1658,1155
887,1187
1618,352
261,251
1821,1717
1398,2286
653,491
2367,373
1702,1347
319,865
1019,2227
33,1977
1615,157
2014,722
761,2190
451,2018
608,720
633,365
1226,2253
18,632
666,2135
1486,1882
1153,2419
900,2500
1093,1697
1513,557
1973,1421
888,1192
2280,1958
1297,538
888,1580
871,1547
1338,1451
1947,1899
1344,888
2308,979
48,154
2148,2268
324,2358
875,1817
1086,59
1619,897
2079,1663
137,2256
1877,1692
1041,1537
142,2019
1737,850
2297,868
1337,1313
383,797
895,513
1614,438
2055,2263
341,801
1727,960
1443,1699
451,2135
1392,1705
582,693
2313,1468
290,2425
616,2285
1036,1812
824,1219
337,2501
0,1448
102,632
293,842
0,376
957,1961
459,2387
689,1123
1428,1295
2415,727
2463,493
1140,1241
459,2499
0,2071
992,1896
1579,1191
1078,921
1007,1823
912,888
1218,1518
624,1212
747,203
656,2201
206,445
321,2501
1922,358
52,101
280,2317
847,617
1094,1612
1074,2415
1682,1199
1374,1361
1612,286
1290,1637
560,2485
205,282
109,2398
1429,1524
1108,1025
664,1164
0,769
294,854
627,488
1542,183
546,1354
53,596
1720,1092
2112,1382
182,103
380,853
2295,2440
1776,1591
1856,2501
656,2068
2300,724
1354,1137
1287,2200
1058,1939
1777,2051
2333,1317
1822,1388
1389,884
1502,48
0,368
641,1408
93,1097
531,892
568,1220
2053,33
54,40
362,2126
1848,2090
16,2440
890,798
2426,1697
1422,2151
796,1064
915,819
1312,496
974,1549
931,1704
1447,1929
1927,850
113,478
472,369
2306,527
1097,1160
305,1832
913,1625
82,74
593,853
891,1668
1363,2231
478,370
2253,1044
1418,1896
263,387
2341,1169
389,267
2018,1581
2134,2167
369,1600
801,927
284,1135
258,2428
825,999
581,299
1482,1992
785,116
1388,82
1926,241
1045,611
862,1907
1325,2167
538,1983
180,663
850,2501
