7501
448,3990
6973,5363
4038,3368
1318,3316
6797,6373
330,4717
3881,2515
741,5977
4740,5943
484,3868
1639,6196
3347,5235
469,5319
7351,5017
1883,5065
1027,5596
2630,6801
5068,6216
4936,2243
712,1151
947,657
2248,5539
2751,2061
6582,4056
4102,2911
759,5473
1536,5891
1678,7271
7215,5084
431,2625
5427,643
1918,6518
3108,1261
712,7501
6895,3320
3349,7501
4460,419
167,386
5801,2525
800,2721
3983,4166
5281,5728
6280,1098
0,1542
2552,3520
7424,5090
4812,5575
4694,1377
6568,3995
4320,1062
1343,1409
2607,5010
7178,413
7106,2116
1136,2858
1957,1762
3500,560
2376,5311
1551,5930
4012,5180
1212,2053
7141,5098
2543,3638
4745,3215
2828,1904
2139,5287
2642,1376
4710,852
3169,408
3217,1668
6812,616
6087,3707
3561,345
4640,5772
2429,6581
3498,2747
4640,1820
3285,3339
5489,3090
4597,1438
30,1703
2526,3489
518,4731
6607,5355
2326,378
1835,5187
4267,1355
3566,3533
395,1882
269,2937
463,6230
6917,4107
7034,2806
4994,7255
815,3088
2255,5288
4600,6382
7409,2860
1283,357
4339,7204
6965,3068
2983,1154
5,2395
6381,7501
3212,166
6395,6551
1652,3447
4196,586
5433,3700
1345,3055
289,3816
3397,1625
4788,298
6626,3109
5107,2233
2555,6166
4925,6979
1647,6332
5433,3952
6113,180
3569,5323
4378,5393
3062,5137
1230,3266
7445,1041
3929,3279
1763,5346
109,5352
6237,610
6184,7079
7296,2248
848,355
5975,6868
3936,5555
179,3554
5300,4617
1653,2661
5432,6098
5378,4718
5000,4202
5485,1219
3918,2328
5415,1
0,5187
5929,3617
6783,468
5584,5124
835,3570
4686,1789
1696,4052
218,1261
1326,3951
4180,6763
101,6658
3040,3271
591,6846
1433,7398
2189,5005
2503,3910
831,7243
5875,4555
5957,2991
5153,3593
303,3609
7088,15
4294,3213
3695,3438
4017,4753
1311,770
4037,1868
442,7501
278,4224
1276,3058
2258,2912
2852,2624
4963,3601
3269,955
5922,2068
2265,3392
6999,2793
4392,5930
2894,4916
4560,2490
6152,6571
6072,465
3784,4618
5384,4348
2407,3213
4561,6662
6492,7075
5814,5820
2990,1062
4715,1117
6713,4734
4525,4283
7169,2284
1105,4368
2477,1708
5553,6006
923,2204
7152,2573
2290,2493
2571,423
2804,4858
1760,7429
5016,3047
2708,6216
4829,2823
621,1273
2828,6174
3837,936
3477,1537
3606,1402
3576,778
3454,931
325,2541
4269,1691
7462,979
4803,3766
5582,235
0,3558
7036,1917
5588,1955
5991,210
2296,7023
4397,4683
6793,5575
2305,1077
4198,6137
3636,4105
3090,4779
3095,3035
2305,6976
1982,5020
420,5164
3599,3767
1046,553
4586,3838
2694,6943
1458,876
729,1966
3105,2882
3747,4338
6135,4075
1212,4280
4891,674
6752,6854
4463,2005
6868,5328
2449,4757
4215,969
1931,7501
4547,2962
2687,6259
6091,7392
2057,5367
1325,3796
4254,4643
3107,1553
0,6581
3539,7023
176,2583
1116,5090
6130,5496
4256,3730
1570,4712
7368,290
4952,7375
7190,1527
3492,2434
3237,6548
4983,55
1221,2400
1812,6030
6967,203
4550,6264
408,2350
5457,5516
437,5395
1233,4890
6962,7208
3323,2767
4266,3530
3907,1660
3634,6209
2728,6473
1088,2256
1155,6609
6908,3196
2663,1854
273,3431
4635,6374
4223,7501
7046,1142
7244,2879
5340,3757
4834,6260
3293,5105
5721,5284
6894,2686
3212,2597
4454,1668
1833,2505
4430,2080
4068,1194
5228,3048
6768,4294
3700,3341
5533,1598
238,5979
725,459
650,4337
4087,6095
15,1462
7097,5127
2857,3936
5228,306
1854,1373
1456,7359
6944,5599
3118,7090
5253,676
3774,7424
6020,2641
1742,1357
3760,191
5263,4927
3438,5635
4859,2205
4917,1607
6262,2790
7212,3946
4115,1496
7244,2180
7047,4078
7005,2492
6395,6925
2987,4662
5591,1162
5596,6650
184,6633
72,7434
6529,5704
6521,5306
6560,7501
3099,1923
3621,5697
5894,2471
3861,6161
6409,691
4008,4433
509,689
3603,5005
5234,4664
35,776
3881,6638
4730,1341
1895,4874
4838,7242
3309,4674
4904,2576
3465,4684
5586,5603
2420,2048
485,4123
3550,5099
7272,1328
6765,1243
5063,2103
790,4053
1570,4947
2367,253
699,5469
4078,1816
2615,4031
3102,3690
5719,146
4535,5437
1250,1839
6428,488
6171,7311
7261,4175
5885,4910
5311,7290
5329,7097
269,3978
7033,467
6509,2624
3548,3163
4932,988
3249,2410
6178,2274
1733,3063
6649,615
2388,4431
4378,3502
7246,2933
1099,2011
2231,5986
5268,1041
3539,2837
2412,5688
7079,6653
1643,1114
445,1688
1274,3928
2965,6039
3260,1979
13,3281
3580,1058
7495,3181
4768,6455
3696,6215
867,2163
1686,5659
1681,3091
31,1555
6677,194
5296,351
1078,3425
2725,4465
3009,4691
1742,6500
2773,463
1798,4123
1505,3988
2862,668
7366,4378
146,3952
1830,2806
1063,5393
1556,1249
3372,6525
6478,5756
5237,3721
424,7419
2354,5750
53,5206
5098,2854
4610,5688
2691,6265
7067,960
7404,3202
6950,2973
2837,5351
6367,2469
2706,6456
933,6021
4464,7138
5210,1671
181,3402
6986,2947
5215,7101
4471,7289
3207,3262
6311,2840
1424,164
2962,3057
4979,2244
1546,4985
1672,4408
4109,5356
6008,5333
6261,4177
1930,318
6181,6540
5060,1245
947,2139
4353,3258
156,1037
4539,2484
6808,4702
4819,33
7310,3632
3371,5012
7383,3914
221,4626
4930,4244
1779,4370
2187,6147
3063,473
4636,7154
2934,5168
5338,6677
4566,4814
1839,3043
3506,4757
11,6259
4287,509
6016,2620
1214,1519
5197,6788
4663,272
1688,2358
645,6842
1170,3816
1721,2516
5498,4795
6233,2609
4179,2297
7393,1940
4998,3931
5374,612
3686,4982
6072,459
7018,292
2865,361
5120,2102
3654,1251
6641,6221
6433,5782
5559,604
6385,5984
7361,2394
448,976
6492,2772
2519,2958
4716,1499
3376,5103
112,7461
5455,6551
3629,4365
1892,1488
1694,4569
2661,4374
3893,3173
7052,851
3361,5895
2200,4225
3498,147
5064,4822
5749,3749
4234,717
3427,4117
729,5267
432,3521
6414,7096
1600,1447
5320,3957
7345,4814
7065,6717
7062,2800
2937,2982
2159,397
4806,463
5553,7498
1939,5506
3784,2332
4867,924
7081,5174
3204,198
4996,5334
3173,7137
4547,6786
6251,6962
3946,6134
7216,7501
4993,5187
7174,2296
7198,7248
63,6924
1512,1967
4987,1458
1383,4554
4860,2623
6961,4341
4021,4142
5462,4732
3607,3466
5802,3476
3574,2101
3134,1053
7117,6004
2279,6842
5881,7398
3827,4586
6175,5736
5960,4306
1951,5099
1759,4095
5777,3805
0,590
799,1394
4445,7027
139,2793
3395,3852
5726,5743
6765,5340
7332,4741
655,6539
3436,2539
1049,6472
4864,5056
315,5963
6984,5020
4343,3274
5497,895
5927,4485
3221,4426
6199,1675
5084,681
3239,675
1687,5251
2061,5120
3542,1230
6461,1089
4821,104
6690,2640
1242,1574
3705,6358
4524,2833
627,4911
1861,6434
4959,6254
3356,5252
5933,5370
7009,552
5096,759
3088,1259
4494,6157
4047,4494
4132,3030
3599,6351
6259,358
2648,561
821,1207
4005,4245
3915,512
7261,7501
5961,6529
815,1833
1723,1570
1653,7241
3976,3097
2690,3423
7034,6856
842,2905
4010,2809
533,178
2960,409
285,7414
3364,6094
5946,2088
5418,6140
6818,2229
3288,1818
3548,7212
6523,5735
6158,824
102,3085
3644,2377
4655,6765
2230,4613
1784,5459
7474,3152
5679,5459
4446,3160
6218,5086
140,1317
5962,4525
1400,64
5847,5555
6942,2722
3650,6992
6365,6627
1586,7166
1259,2745
3801,4831
1520,4895
3211,2987
1409,1774
7342,2143
1135,6880
1642,387
3094,443
4813,2110
3504,3110
3367,4833
4614,2524
6231,1737
1974,2173
905,2433
2002,4668
4588,7340
1225,6765
2151,7266
431,1497
6173,5613
4335,3812
3278,5738
4013,1145
585,7501
3204,1750
3766,3943
7413,6421
3204,5140
97,2768
3119,7352
3187,6894
4705,7108
5743,2809
5880,1109
5573,6822
3990,3071
76,6168
6341,6563
5884,3363
899,1891
4931,6650
868,4532
1943,3970
2555,5246
3506,1461
5453,5362
3082,928
4228,3094
2127,1288
827,7010
6020,7314
6990,3306
275,5127
4631,1391
0,674
7335,4133
1918,5418
2925,6967
5437,1812
1566,120
7311,5417
1810,2748
292,6916
5083,7220
6529,6994
3559,5628
932,7499
5250,4811
6449,4135
5657,2674
1027,1558
2908,3049
2322,2220
3004,4689
5098,497
5527,1234
1737,3414
5249,2335
1855,2123
5059,368
5887,6958
1940,7160
603,1514
1966,4093
520,7145
7437,345
6590,2211
5361,2358
4514,7258
6258,837
2629,1404
402,3441
6193,1006
3799,6390
5084,7304
3110,5879
6086,286
4222,5753
94,1093
3715,4167
7238,7407
2129,4521
3789,2617
6975,5609
7337,6764
5533,3344
2404,6338
3021,7060
6255,5132
0,5245
3797,3215
285,7082
6105,3152
1441,1827
6942,6737
7207,1662
4485,4321
6148,674
5933,4835
5678,3663
6629,6951
5166,2267
7380,5494
3922,1483
3173,7302
4384,2984
7437,3600
6989,4187
4965,958
6101,6479
3996,1925
5178,7481
3551,1652
2478,635
1517,5741
4521,6742
7115,4909
1781,1580
5187,744
2373,1653
1090,1529
5880,5966
5982,2841
505,6884
4839,3919
3925,228
5829,3267
5458,4694
4947,2746
6903,1386
1885,7087
201,630
6109,3002
4880,1017
36,4723
6516,5993
5229,5311
5742,4609
2272,7257
6364,3310
4095,4586
4302,633
3089,2110
4621,5135
3046,4383
3089,3603
2954,4033
2574,4427
4302,4494
628,3386
1406,5646
1731,7453
4688,1852
1730,1681
4326,7084
394,2625
7165,3320
2640,6027
1213,5649
6719,2890
3058,6502
964,5336
968,2326
850,1493
3077,5390
4628,3550
915,91
1436,7055
6456,2736
5648,4689
3524,2532
1425,6530
7005,6020
3926,964
6494,1481
1967,5977
5356,7249
5118,4987
4055,5423
5086,4572
6523,3967
5940,7329
7074,4694
7276,2999
3485,6900
1746,933
2617,1841
3355,5513
3769,2594
5977,922
5877,2249
5245,6141
2646,1893
2148,6742
1366,2729
1714,228
4050,7392
7433,5235
4925,1246
3849,387
0,7253
4332,1210
676,1851
5516,4894
1789,6075
2480,3435
5808,6096
2464,163
679,721
6299,1761
1557,7002
6535,4730
5677,2059
377,685
2683,5595
6063,535
7336,5229
6662,3569
0,4907
2618,5656
5614,3896
4787,7071
4757,987
3871,5506
4718,485
342,5975
1449,6381
4297,6642
4371,1107
5539,5982
714,3217
3334,5309
5745,2307
6240,5931
6459,6500
1965,3697
0,4618
3099,5899
165,3010
3514,6036
4356,180
4118,4874
841,4117
119,2679
462,2178
6750,5999
4338,2286
6186,471
6280,1997
272,6056
7121,7051
5124,2168
3013,499
572,7206
4603,6027
891,6872
2222,5057
7174,2285
2250,4865
5883,4915
7191,2427
2671,5674
6148,5337
1396,5198
3490,6460
7339,6466
5574,2740
778,6624
2111,707
3475,3192
5927,5592
5333,4135
6755,5539
5431,2444
4495,745
1685,6322
2355,2887
161,4322
6701,5993
3064,3957
5523,6015
5889,5586
1568,5136
3901,2359
4602,5339
4675,1552
7030,679
947,346
2602,1549
6525,3999
5406,2997
5220,6446
3389,546
3032,4641
4911,1395
3283,179
4822,1933
1320,1167
1245,242
3430,2499
6749,5281
3366,4700
903,4789
495,3032
2980,1266
5385,5044
1325,2666
996,2386
2330,1019
3141,5799
0,2752
1162,1235
2104,4185
5516,435
17,5503
653,2736
5048,1684
2341,1898
5854,2834
5231,865
1383,3928
1740,4243
752,1125
7248,886
6953,5652
2199,3163
634,6888
5311,7033
5059,3575
4818,1076
7298,1567
4499,5661
1473,383
1318,5153
3130,3715
4009,4440
5494,555
4921,6681
5262,6717
4671,5865
2695,2270
846,465
4178,6955
4231,7438
7084,1645
4880,469
2049,5781
5122,7018
2470,6126
6660,98
2280,386
5211,1042
4569,2517
2436,2216
4833,1483
6932,1514
1995,1961
2097,5594
3619,4888
2257,6491
1484,6407
7413,914
4701,6361
7067,6890
4065,7370
62,187
4147,1295
7283,2806
5922,7358
2332,1728
3665,7183
886,515
46,6554
4695,973
3051,6932
7398,1500
2652,2040
5552,4856
5146,4841
3682,4592
4067,6569
3867,891
1418,2636
2818,3780
2819,5491
7151,5390
6805,5000
5568,7455
6732,2586
711,6049
1595,851
7025,3514
6824,5842
0,1082
408,3862
742,6944
2059,2445
6053,4194
1886,3831
2977,2188
4530,7196
3229,1681
2081,7432
2352,4655
2373,640
5236,6916
5777,844
696,7501
7154,4232
7456,4358
1475,3101
6170,1344
3516,1885
2113,613
985,3922
6462,5144
6384,4433
3980,500
2639,6830
2971,2440
956,4996
5196,1037
1116,1494
155,6709
556,753
701,6299
6877,7501
5956,2397
7203,6183
5124,5075
986,3626
6212,3163
7404,1013
5430,4062
5230,6440
3475,4324
567,1156
6141,2688
4436,2840
5968,4205
7399,3197
7000,2377
3223,999
1463,6836
1867,6484
3316,3840
5954,330
738,1295
2367,4948
255,6406
1094,1692
1811,6177
1202,3476
5305,887
4,3054
5027,4510
6370,7470
105,1528
3591,4841
3760,7278
2760,6376
2948,4421
2019,802
4987,3484
7203,5329
3230,5630
5332,6783
3534,6056
7059,2862
1438,4929
1666,7270
7010,4306
4926,527
4161,7236
5461,1718
6906,5058
2072,1196
6380,2295
5618,7059
5122,4756
605,3636
2082,7255
671,5552
2647,1185
5149,3908
6810,3429
837,5913
488,6695
4972,6746
4809,6696
72,7501
4449,4750
3184,4291
7388,3136
3693,3638
821,904
1843,2503
1624,1164
4415,6081
3997,2394
7060,3820
6542,4614
1565,4829
5756,2061
1759,2341
1947,6487
4082,6377
2313,6677
5969,393
6330,3630
5070,7496
6124,228
4691,2271
801,6226
3447,23
4537,3636
6176,1959
2541,2395
2643,1697
274,5132
96,3490
4740,5452
3342,2165
495,5995
5495,776
945,985
4145,4197
2852,7093
3441,2227
3794,4443
546,2293
3873,3173
5219,4386
650,2911
6992,6601
3889,4170
4098,328
5745,1700
6014,5552
4402,4063
6508,254
4268,4994
304,4272
2682,2978
2960,4880
5932,4475
2267,5909
6363,4501
4499,5077
6970,5987
4837,6298
7436,7194
4322,128
2036,5026
391,5397
6332,6835
1022,7399
5063,4560
7118,2746
1652,6450
1669,39
3587,1745
4690,2614
4804,768
3315,2996
1169,2549
3293,4570
397,1970
3475,476
4583,3792
3811,6200
2252,5675
6703,2592
1344,1172
6716,3056
5021,4155
3155,7501
2409,1417
5292,6758
4461,3841
1706,7159
4625,2087
5717,6667
2523,5109
977,1714
4536,4884
3069,7312
6795,6412
2611,4195
3238,440
7439,4212
6939,5054
5401,3408
462,5235
6962,3512
6626,1942
3428,4046
7444,666
4684,3724
5132,4862
55,3771
1356,5908
6981,876
5904,4146
56,5655
7474,7501
468,7434
5427,4504
4992,3783
2000,2736
4864,5686
530,4440
2197,4586
7079,7501
961,1604
557,1102
5766,4696
5267,2576
1763,2254
3761,1159
424,7240
2005,7328
3373,7117
5748,2039
3198,1397
1088,1444
6831,6417
2415,4960
173,4770
2223,272
3694,4956
546,4774
4675,1687
5183,750
872,2634
1504,5883
2782,5984
5749,1589
6119,6139
703,5414
44,738
275,6855
935,3595
1727,3363
6931,6850
5690,7043
6932,6434
7030,6060
320,6203
1195,7006
6405,4236
3378,5195
1213,5045
2336,1052
2203,854
2577,2182
7208,598
3207,3830
3846,4353
2095,4247
2394,2788
5112,3389
602,1921
489,1448
4678,6468
3639,6219
3547,1219
934,1400
4785,6700
2140,4407
1089,4707
3172,6318
436,1794
7350,4179
2030,4567
6167,3791
7077,4822
2555,337
2160,142
5519,2232
5221,2533
2097,23
2986,972
2433,3833
5482,988
4375,1779
4005,4148
6200,6805
4204,812
996,5295
1174,6683
3140,3898
1391,5533
6322,5362
5044,6220
4524,1939
401,790
1004,6551
3427,6438
20,6987
3080,6731
744,2623
4986,4672
3413,1228
3543,6245
3482,4789
3617,1900
4552,722
1429,3844
3750,7038
6705,3106
6779,537
6197,1247
1142,5008
6907,653
66,3927
4903,5287
3395,1171
5343,3365
4044,2687
423,3238
3034,7339
1569,427
178,4595
2047,5956
5087,2719
1415,4081
6537,5112
3572,2702
6959,2842
2879,1861
7360,5814
5736,4394
6762,1729
2465,2600
4109,5093
4345,4193
5672,4504
4343,7121
2418,508
7366,3190
2400,493
7377,6216
2668,4587
7482,6507
3615,7131
5516,6003
1106,7031
505,5463
195,1858
5134,2643
3218,2176
3284,2389
5390,6147
1805,7308
7238,4291
7163,5058
6209,5396
2898,3374
6670,6598
5086,6799
1895,5995
2026,2955
705,6103
5913,6420
1252,4182
2926,5129
6790,1745
876,2064
5093,7044
2890,2467
5542,1048
1109,1584
5113,5060
5978,5732
6676,620
3101,7339
0,5500
2356,5401
28,1238
3466,995
3573,2994
6642,4954
6747,1589
7443,3501
5501,7393
5187,7395
6426,1210
3358,571
4032,789
1457,4312
3314,1481
5885,1185
3692,918
2661,6640
5755,2348
6560,6910
1292,3316
5191,929
1668,316
1655,2025
1478,1955
6381,1944
2124,2189
1089,4207
7052,6018
6856,2870
3842,3510
962,3503
5705,4858
5083,3364
6960,214
5085,7060
83,3718
3145,648
1460,6650
1525,6060
5719,3701
5405,3998
3092,4762
963,5491
1715,5971
4384,2350
3071,5098
1210,5803
3354,5627
4961,5954
3210,233
7250,4652
1528,458
5232,4740
1087,1442
6080,4106
2986,946
5655,6117
1354,5923
557,4945
145,5640
3274,5487
3750,4928
4374,6757
1521,3382
4684,2435
3681,3794
5096,6907
1309,6028
3346,5743
454,2503
1973,3778
4423,784
4647,3128
3092,7010
6467,5456
1207,2361
5835,6708
6529,2052
2845,6609
4709,1867
4089,6500
965,6453
5480,3898
7277,1656
4671,370
2495,633
4251,320
5464,4647
5130,3426
7138,1620
1931,7247
7307,6690
3633,2870
1407,2114
56,6616
2629,972
9,2792
6839,1511
45,1618
5118,3307
1032,1229
1617,1240
1506,270
1358,7501
672,187
6072,777
6613,4998
4563,5251
4467,5753
1662,7400
3172,6980
3376,6372
6357,2074
6653,6517
5090,6991
1756,1923
737,1088
3854,5115
5317,202
4776,536
6995,3294
2651,3487
2589,4049
5677,5948
5671,7023
6203,893
5070,698
3534,7375
5784,4385
7266,4094
6762,2382
7021,3132
4545,6576
2403,4901
5975,4831
280,309
3893,2925
3594,2424
6319,3961
4354,2188
874,2160
3212,5233
2585,1584
6756,6619
169,6951
4863,6334
315,6504
1968,5196
966,1019
171,1456
6932,6477
792,6581
2112,7341
7233,5156
3450,3767
3466,2829
5932,6772
3239,4386
3714,186
3161,871
2857,186
3722,3573
1242,6999
2705,749
5680,1472
4398,7324
3841,2021
394,6814
6768,6977
4926,5895
5593,2959
6798,4257
2991,7027
6918,5771
1910,3665
1460,2794
0,2653
4972,227
5305,1171
6444,6859
5785,2605
5987,5841
620,6308
7097,3685
4647,3246
5762,3308
4708,3290
4015,4905
2577,5643
5619,1055
3485,6165
6746,5190
2576,488
5985,6229
5471,2919
6756,2265
2490,2060
2669,5269
6211,3768
2139,5120
5683,7
6264,2598
6699,3275
6328,4690
4457,35
1373,1610
6714,2213
2858,202
2667,4422
7479,7221
2274,550
2718,3561
2481,626
1266,762
5922,6611
0,1131
2796,3253
2390,1566
277,244
4612,5301
2436,509
7399,5965
760,1465
2660,7313
7020,2899
536,1218
2452,7192
1501,7501
5432,993
6219,2408
5845,3140
2472,4973
3115,3785
6183,5944
5361,7491
2967,6027
5049,4282
1704,7062
338,3191
1646,2464
5141,6878
1622,4970
6515,2337
1445,5651
2885,4528
6807,4388
820,1327
6429,2262
14,5731
2237,1199
1245,6489
3323,2411
2880,5301
5473,5345
5536,763
5295,1088
6734,5190
357,6263
3712,3826
